數據集編號,數據集名稱（繁體）,數據集名稱（簡體）,數據集名稱（葡文）,數據集名稱（英文）,摘要（繁體）,摘要（簡體）,摘要（葡文）,摘要（英文）,數據分類（繁體）,數據分類（簡體）,數據分類（葡文）,數據分類（英文）,開放條件,數據格式,是否地理空間數據,提供部門/實體（繁體）,提供部門/實體（簡體）,提供部門/實體（葡文）,提供部門/實體（英文）,提供部門/實體聯絡電話,提供部門/實體聯絡電郵,目録API,更新頻率,下載次數,瀏覽次數,最後更新時間,首次發佈時間
63b99551-539d-4381-967e-bfb82f4e7c05,即時特別天氣訊息,即时特别天气讯息,Informação Meteorológica Especial,,提供天氣轉變資訊或惡劣天氣發生前的預警訊息等。,提供天气转变信息或恶劣天气发生前的预警讯息等。,Informações sobre condições meteorológicas adversas e avisos antecipados.,,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,XML,否,地球物理暨氣象局,地球物理暨气象局,Direcção dos Serviços Meteorológicos e Geofísicos,,(853) 8898 6223,meteo@smg.gov.mo,https://api.data.gov.mo/document/download/63b99551-539d-4381-967e-bfb82f4e7c05?token=null&isNeedFile=0&lang=TC,按需要,0,248,2022-02-10 12:22:16,2019-07-02 16:48:11
d2a1809a-f9d3-481e-8cec-0eaed285e043,文化設施服務人次,文化设施服务人次,N.° de utentes dos serviços das instalações culturais,,以季度方式，提供文化局轄下文化設施服務人流資料數據,以季度方式，提供文化局辖下文化设施服务人流数据,Refere-se ao número de utentes dos serviços das instalações culturais subordinadas ao Instituto Cultural prestados trimestralmente,,文化   ,文化   ,Cultura   ,,完全開放,XLSX,否,文化局,文化局,Instituto Cultural,,2836 6866,webmaster@icm.gov.mo,https://api.data.gov.mo/document/download/d2a1809a-f9d3-481e-8cec-0eaed285e043?token=null&isNeedFile=0&lang=TC,每季,204,248,2023-09-14 20:12:40,2021-09-27 12:22:59
f6a9892d-7e16-49f0-bcd3-573d670cefe5,公共廁所,公共厕所,Sanitários públicos,,提供各區公共廁所的使用及位置資訊。,提供各区公共厕所的使用及位置信息。,Informações disponíveis sobre o uso e a localização dos sanitários públicos de diversas zonas,,城市環境   旅遊及博彩   ,城市环境   旅游及博彩   ,Ambiente Urbano   Turismo e Jogo   ,,完全開放,JSON,否,市政署,市政署,Instituto para os Assuntos Municipais,,(853) 2833 7676,ccgo@iam.gov.mo,https://api.data.gov.mo/document/download/f6a9892d-7e16-49f0-bcd3-573d670cefe5?token=null&isNeedFile=0&lang=TC,每日,216,247,2023-09-21 10:00:02,2021-09-23 12:28:48
7578ac99-41a4-4c8c-8da2-fad18eb40c13,年終總人口,年终总人口,População total no fim do ano,,總人口包括本地人口、居澳外地僱員及外地學生。,总人口包括本地人口、居澳外地雇员及外地学生。,"A população total engloba a população local, assim como os trabalhadores não residentes e os estudantes não residentes, ambos domiciliados em Macau.",,住房人口   ,住房人口   ,Habitação e População   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo,https://api.data.gov.mo/document/download/7578ac99-41a4-4c8c-8da2-fad18eb40c13?token=null&isNeedFile=0&lang=TC,每年,208,245,2023-03-08 11:03:08,2019-04-12 15:05:09
2ef78656-709d-48c6-b03b-51030bd414ef,堂區土地面積,堂区土地面积,Área de solos das freguesias,,自2006年起澳門特別行政區之堂區土地面積統計數據，其中：2011年為協調各區域的劃分，氹仔、路環與路氹填海區的面積作了適度調整。,自2006年起澳门特别行政区之堂区土地面积统计数据，其中：2011年为协调各区域的划分，氹仔丶路环与路氹填海区的面积作了适度调整。,"A partir de 2006, dados estatísticos da área de solos das freguesias da RAEM, nomeadamente a fim de coordenar a divisão dos bairros, as áreas de Macau, Taipa, Coloane e da zona de aterro COTAI estão ajustadas adequadamente em 2011",,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,XLSX,否,地圖繪製暨地籍局,地图绘制暨地籍局,Direcção dos Serviços de Cartografia e Cadastro,,(853) 2834 0040,mail@dscc.gov.mo,https://api.data.gov.mo/document/download/2ef78656-709d-48c6-b03b-51030bd414ef?token=null&isNeedFile=0&lang=TC,每季,159,243,2023-07-20 15:28:36,2019-04-08 15:14:33
4784abeb-9995-48a0-85bc-050ee9c14150,公務人員數目統計—按薪俸索引點劃分,公务人员数目统计—按薪俸索引点划分,Estatística do número de trabalhadores dos serviços públicos - de acordo com os índices remuneratórios,,"按年以季度方式，提供按薪俸索引點劃分的澳門特別行政區公共行政人力資源的公務人員數目。不包括受私法制度規範的基金會及其他公共機構（包括澳門基金會、澳門貿易投資促進局、澳門金融管理局、澳門大學、澳門理工學院及民航局）的人員。
",按年以季度方式，提供按薪俸索引点划分的澳门特别行政区公共行政人力资源的公务人员数目。不包括受私法制度规范的基金会及其他公共机构（包括澳门基金会、澳门贸易投资促进局、澳门金融管理局、澳门大学、澳门理工学院及民航局）的人员。,"Número de trabalhadores dos serviços públicos disponibilizados  trimestralmente por ano pelos recursos humanos da Administração Pública da RAEM de acordo com os índices remuneratórios. Não incluindo os trabalhadores das fundações e dos outros organismos públicos que se regem pelo regime de direito privado (Fundação Macau, Instituto de Promoção do Comércio e do Investimento de Macau, Autoridade Monetária de Macau, Universidade de Macau, Instituto Politécnico de Macau e Autoridade de Aviação Civil).",,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,CSV,否,行政公職局,行政公职局,Direcção dos Serviços de Administração e Função Pública,,（853）88099171,dprtsp@safp.gov.mo,https://api.data.gov.mo/document/download/4784abeb-9995-48a0-85bc-050ee9c14150?token=null&isNeedFile=0&lang=TC,每季,196,242,2023-07-13 14:54:33,2019-12-16 15:16:31
4ad04fae-852d-4d31-b31c-77dfc080f8f5,七日天氣預報,七日天气预报,Previsao 7 dias,,未來7日的天氣預測，包括天氣狀況、氣溫、濕度、風向及風速等資訊。,未来7日的天气预测，包括天气状况、气温、湿度、风向及风速等信息。,"Previsão para os próximos 7 dias, incluindo estado de tempo, temperatura do ar, humidade, direcção e velocidade do vento.",,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,XML,否,地球物理暨氣象局,地球物理暨气象局,Direcção dos Serviços Meteorológicos e Geofísicos,,(853) 8898 6223,meteo@smg.gov.mo,https://api.data.gov.mo/document/download/4ad04fae-852d-4d31-b31c-77dfc080f8f5?token=null&isNeedFile=0&lang=TC,按需要,0,240,2022-02-10 12:22:28,2019-07-01 14:25:55
efbc8d52-1c47-4095-924b-f255cca8bc1b,景點客流預測,景点客流预测,Previsão do fluxo de visitantes em pontos turísticos.,,"景點客流預測 - API
https://poimonitor.macaotourism.gov.mo/api/scenic/open/scenicHeat
GET 參數：
ds: YYYYMMDD
id:  景點編號
hh: 0-23
mm: 0,15,30,45

景點列表: RegionName.xlsx","景点客流预测 - API
https://poimonitor.macaotourism.gov.mo/api/scenic/open/scenicHeat
GET 参数：
ds: YYYYMMDD
id:  景点編号
hh: 0-23
mm: 0,15,30,45

景点列表: RegionName.xlsx","Previsão do fluxo de visitantes em pontos turísticos - API
https://poimonitor.macaotourism.gov.mo/api/scenic/open/scenicHeat
GET Parameter：
ds: YYYYMMDD
id:  ID de atração
hh: 0-23
mm: 0,15,30,45

Lista de pontos turísticos : RegionName.xlsx",,旅遊及博彩   ,旅游及博彩   ,Turismo e Jogo   ,,完全開放,JSON,否,旅遊局,旅游局,Direcção dos Serviços de Turismo,,28315566,webmaster@macaotourism.gov.mo,https://api.data.gov.mo/document/download/efbc8d52-1c47-4095-924b-f255cca8bc1b?token=null&isNeedFile=0&lang=TC,每日,11,237,2023-09-08 18:33:47,2021-12-23 18:04:22
662fc6ea-d70a-4f18-9611-5dfbd6b88d52,總體失業率,总体失业率,Taxa de desemprego,,失業人口佔勞動人口的百分比。,失业人口占劳动人口的百分比。,Percentagem da população desempregada em relação à população activa. ,,就業   ,就业   ,Emprego   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo,https://api.data.gov.mo/document/download/662fc6ea-d70a-4f18-9611-5dfbd6b88d52?token=null&isNeedFile=0&lang=TC,每季,177,231,2023-08-03 17:08:04,2019-04-12 15:04:58
1ac80d7a-89c2-4de9-a4e3-f471ee420842,澳門大學持續進修中心熱門課程,澳门大学持续进修中心热门课程,Cursos Populares do Centro de Educação Contínua da Universidade de Macau,,由澳門大學持續進修中心所開辦之熱門課程。,由澳门大学持续进修中心所开办之热门课程。,Cursos populares ministrados pelo Centro de Educação Contínua da Universidade de Macau.,,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,澳門大學,澳門大學,UM,,（853） 8822 8833,info@um.edu.mo,https://api.data.gov.mo/document/download/1ac80d7a-89c2-4de9-a4e3-f471ee420842?token=null&isNeedFile=0&lang=TC,按需要,126,226,2023-05-09 15:36:26,2021-12-01 14:53:59
c9a19752-f89a-455c-8dfb-585504299f70,退休及撫卹制度-退休金份數,退休及抚恤制度-退休金份数,Regime de Aposentação e Sobrevivência – Número de pensões de aposentação,,按年統計退休及撫卹制度中領取退休金之數目,按年统计退休及抚恤制度中领取退休金之数目,Estatística do número de pensões de aposentação recebidas do Regime de Aposentação e Sobrevivência por ano,,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,CSV,否,退休基金會,退休基金会,Fundo de Pensões,,2835 6556,fp@fp.gov.mo,https://api.data.gov.mo/document/download/c9a19752-f89a-455c-8dfb-585504299f70?token=null&isNeedFile=0&lang=TC,每年,82,223,2023-06-12 11:49:28,2020-10-14 12:22:55
e362d709-ae92-4176-ae8c-7dbc92776f38,公共道路咪錶車位 ,公共道路咪表车位 ,Lugares de parquímetros na via pública,,公共道路咪錶車位 ,公共道路咪表车位 ,Lugares de parquímetros na via pública,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,交通事務局,交通事务局,Direcção dos Serviços para os Assuntos de Tráfego,,88666363,info@dsat.gov.mo,https://api.data.gov.mo/document/download/e362d709-ae92-4176-ae8c-7dbc92776f38?token=null&isNeedFile=0&lang=TC,每季,92,220,2022-09-03 01:00:02,2020-12-15 11:55:15
1bd5236a-cca2-4e32-bc07-8db86867e57f,澳門特區旅行證件發出數量統計,澳门特区旅行证件发出数量统计,Estatística da emissão dos documentos de viagem da RAEM,,特區護照、特區旅行證及往港旅遊證的累計發出數量,特区护照、特区旅行证及往港旅游证的累计发出数量,"Número cumulativo de emissão do passaporte da RAEM, título de viagem da RAEM e título de visita",,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,身份證明局,身份证明局,Direcção dos Serviços de Identificação,,(853) 28370777,info@dsi.gov.mo,https://api.data.gov.mo/document/download/1bd5236a-cca2-4e32-bc07-8db86867e57f?token=null&isNeedFile=0&lang=TC,每年,87,219,2023-02-20 11:08:06,2020-09-01 17:29:18
fc6a47e8-8b8a-4d48-b980-d861d1cecf77,澳門特殊和危險廢物處理站數據,澳门特殊和危险废物处理站数据,Dados de estação de tratamento de resíduos especiais e perigosos de Macau,,關於澳門特殊和危險廢物處理站數據,关于澳门特殊和危险废物处理站数据,Sobre os dados de estação de tratamento de resíduos especiais e perigosos de Macau,,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,JSON,否,環境保護局,环境保护局,Direcção dos Serviços de Protecção Ambiental,,+853 2872 5134,info@dspa.gov.mo,https://api.data.gov.mo/document/download/fc6a47e8-8b8a-4d48-b980-d861d1cecf77?token=null&isNeedFile=0&lang=TC,每月,0,215,2021-03-23 17:11:15,2021-03-22 15:48:01
8ff5d0ef-235c-4847-a4ca-0f9d5b515bb6,商標註冊申請量,商标注册申请量,Números dos Pedidos de Registo de Marca,,按每月方式，提供商標註冊申請統計資料,按每月方式，提供商标注册申请统计资料,Dados estatísticos dos pedidos de registo de marca disponibilizados mensalmente,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/8ff5d0ef-235c-4847-a4ca-0f9d5b515bb6?token=null&isNeedFile=0&lang=TC,每月,120,212,2023-09-05 16:20:41,2020-09-16 12:08:44
937ccdd0-8cff-4028-b081-bd4e318bd9e9,最新第一組《公報》,最新第一组《公报》,Último Boletim Oficial I Série ,,提供最近期《澳門特別行政區公報》第一組目錄資料及內文連結。,提供最近期《澳门特别行政区公报》第一组目录数据及内文链接。,Sumário da I Série do Boletim Oficial da Região Administrativa Especial de Macau com hiperligações para o texto.,,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,XML,否,印務局,印务局,Imprensa Oficial,,2857 3822,info@io.gov.mo,https://api.data.gov.mo/document/download/937ccdd0-8cff-4028-b081-bd4e318bd9e9?token=null&isNeedFile=0&lang=TC,按需要,0,212,2020-11-23 14:43:09,2020-10-14 11:28:59
92824cd3-ef32-4cc4-862b-d45b320b5b9d,澳門國際機場乘客量,澳门国际机场乘客量,Número de Passageiros no Aeroporto Internacional de Macau,,按年提供澳門國際機場的客運數量,按年提供澳门国际机场的客运数量,Fornecer anualmente o número de passageiros no Aeroporto Internacional de Macau,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,JSON,否,民航局,民航局,Autoridade de Aviação Civil,,(853) 28511213,aacm@aacm.gov.mo,https://api.data.gov.mo/document/download/92824cd3-ef32-4cc4-862b-d45b320b5b9d?token=null&isNeedFile=0&lang=TC,每月,60,203,2023-03-24 12:45:57,2020-09-24 12:24:34
e500021d-190e-4f1a-95c1-a6efeec60245,會展活動,会展活动,"Reuniões, conferências, exposições e eventos de incentivo",,會議及展覽統計涵蓋在酒店、大型會議展覽中心等收費場地舉行之會議、商業展覽及獎勵活動。不包括少於10人的會議，亦不包括發佈會、講解會和記者招待會等會議，以及所有不涉及商業活動的展覽，如圖片展、畫展、其他文化和藝術展覽。,会议及展览统计涵盖在酒店、大型会议展览中心等收费场地举行之会议、商业展览及奖励活动。不包括少于10人的会议，亦不包括发布会、讲解会和记者招待会等会议，以及所有不涉及商业活动的展览，如图片展、画展、其他文化和艺术展览。,"O âmbito das “Estatísticas do Sector das Convenções e Exposições” engloba as reuniões, as conferências, as exposições comerciais e os eventos de incentivo realizados em locais arrendados situados em hotéis, centros de convenções e exposições de grande envergadura. Contudo, excluem-se as reuniões com menos de 10 participantes, as cerimónias de lançamento de produtos, as sessões de esclarecimento, as conferências de imprensa e as exposições que não envolvem actividades comerciais, tais como as exposições de fotografia, pintura e outras de cariz cultural e artístico.",,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo,https://api.data.gov.mo/document/download/e500021d-190e-4f1a-95c1-a6efeec60245?token=null&isNeedFile=0&lang=TC,每季,121,202,2023-08-31 12:36:27,2019-06-12 12:37:03
